File Name,Markup,Does it work?,Function,Notes/Observations,Video Recording
Bht_Calibration,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Calibration+,+Track+:++}""/>",,,,
Bht_Debug_Gesture,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Debug_Gesture+,+Track+:++}""/>",,,,
Bht_Eyeseme_Afraid,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Afraid+,+Track+:++}""/>",,,,
Bht_Eyeseme_Angry,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Angry+,+Track+:++}""/>",,,,
Bht_Eyeseme_Concerned,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Concerned+,+Track+:++}""/>",,,,
Bht_Eyeseme_Confused,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Confused+,+Track+:++}""/>",,,,
Bht_Eyeseme_Curious,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Curious+,+Track+:++}""/>",,,,
Bht_Eyeseme_Embarrassed,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Embarrassed+,+Track+:++}""/>",,,,
Bht_Eyeseme_Happy,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Happy+,+Track+:++}""/>",,,,
Bht_Eyeseme_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Neutral+,+Track+:++}""/>",,,,
Bht_Eyeseme_Sad,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Sad+,+Track+:++}""/>",,,,
Bht_Eyeseme_Shy,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Shy+,+Track+:++}""/>",,,,
Bht_Eyeseme_Surprised,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyeseme_Surprised+,+Track+:++}""/>",,,,
Bht_Eyesemes,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Eyesemes+,+Track+:++}""/>",,,,
Bht_ForGazeTest,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_ForGazeTest+,+Track+:++}""/>",,,,
Bht_GazeControl,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_GazeControl+,+Track+:++}""/>",,,,
Bht_GazeControlDefault,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_GazeControlDefault+,+Track+:++}""/>",,,,
Bht_GazeControlExamples,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_GazeControlExamples+,+Track+:++}""/>",,,,
Bht_GazeControlListening,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_GazeControlListening+,+Track+:++}""/>",,,,
Bht_GazeControlTalking,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_GazeControlTalking+,+Track+:++}""/>",,,,
Bht_Gesture_Celebrate_Internal,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Celebrate_Internal+,+Track+:++}""/>",,,,
Bht_Gesture_Discard,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Discard+,+Track+:++}""/>",,,,
Bht_Gesture_Large,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Large+,+Track+:++}""/>",,,,
Bht_Gesture_Longer,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Longer+,+Track+:++}""/>",,,,
Bht_Gesture_Medium,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Medium+,+Track+:++}""/>",,,,
Bht_Gesture_Negation,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Negation+,+Track+:++}""/>",,,,
Bht_Gesture_Shorter,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Shorter+,+Track+:++}""/>",,,,
Bht_Gesture_Small,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_Small+,+Track+:++}""/>",,,,
Bht_Gesture_We,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gesture_We+,+Track+:++}""/>",,,,
Bht_Gestures,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Gestures+,+Track+:++}""/>",,,,
Bht_Higher,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Higher+,+Track+:++}""/>",,,,
Bht_Idle_Curious,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Curious+,+Track+:++}""/>",,,,
Bht_Idle_DisengagedState,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_DisengagedState+,+Track+:++}""/>",,,,
Bht_Idle_Earmuffs,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Earmuffs+,+Track+:++}""/>",,,,
Bht_Idle_Examination,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Examination+,+Track+:++}""/>",,,,
Bht_Idle_Far_Unfocused,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Far_Unfocused+,+Track+:++}""/>",,,,
Bht_Idle_Far_Unfocused_Down,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Far_Unfocused_Down+,+Track+:++}""/>",,,,
Bht_Idle_Far_Unfocused_Up,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Far_Unfocused_Up+,+Track+:++}""/>",,,,
Bht_Idle_Interested,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Interested+,+Track+:++}""/>",,,,
Bht_Idle_Mid_Unfocused,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Mid_Unfocused+,+Track+:++}""/>",,,,
Bht_Idle_Near_Focused,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Near_Focused+,+Track+:++}""/>",,,,
Bht_Idle_Near_UnFocused,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Near_UnFocused+,+Track+:++}""/>",,,,
Bht_Idle_SeekingState,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_SeekingState+,+Track+:++}""/>",,,,
Bht_Idle_Vocal_Gesture_Test,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Vocal_Gesture_Test+,+Track+:++}""/>",,,,
Bht_Idle_timing_test,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_timing_test+,+Track+:++}""/>",,,,
Bht_Idles_Short,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idles_Short+,+Track+:++}""/>",,,,
Bht_Idles_Soft,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idles_Soft+,+Track+:++}""/>",,,,
Bht_Interupted,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Interupted+,+Track+:++}""/>",,,,
Bht_Intro_Eyes,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Intro_Eyes+,+Track+:++}""/>",,,,
Bht_Left_Arm_Off,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Left_Arm_Off+,+Track+:++}""/>",,,,
Bht_Left_Arm_On,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Left_Arm_On+,+Track+:++}""/>",,,,
Bht_Lower,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lower+,+Track+:++}""/>",,,,
Bht_MarkupTest,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_MarkupTest+,+Track+:++}""/>",,,,
Bht_MarkupTestSimple,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_MarkupTestSimple+,+Track+:++}""/>",,,,
Bht_Me_Left_Arm,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Me_Left_Arm+,+Track+:++}""/>",,,,
Bht_Me_Right_Arm,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Me_Right_Arm+,+Track+:++}""/>",,,,
Bht_Parallel,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Parallel+,+Track+:++}""/>",,,,
Bht_Parallel_AnimationTesting,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Parallel_AnimationTesting+,+Track+:++}""/>",,,,
Bht_Parallel_Root,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Parallel_Root+,+Track+:++}""/>",,,,
Bht_Point_Forward_Arms,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Point_Forward_Arms+,+Track+:++}""/>",,,,
Bht_Point_Left,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Point_Left+,+Track+:++}""/>",,,,
Bht_Point_Right,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Point_Right+,+Track+:++}""/>",,,,
Bht_Question_poses_Arms,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Question_poses_Arms+,+Track+:++}""/>",,,,
Bht_Question_poses_Body_Head,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Question_poses_Body_Head+,+Track+:++}""/>",,,,
Bht_Quick_Find_User,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Quick_Find_User+,+Track+:++}""/>",,,,
Bht_Random_Idle,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Random_Idle+,+Track+:++}""/>",,,,
Bht_Random_Idle_Far,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Random_Idle_Far+,+Track+:++}""/>",,,,
Bht_Right_Arm_Off,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Right_Arm_Off+,+Track+:++}""/>",,,,
Bht_Right_Arm_On,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Right_Arm_On+,+Track+:++}""/>",,,,
Bht_Robot_Pickup,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Robot_Pickup+,+Track+:++}""/>",,,,
Bht_Robot_Putdown,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Robot_Putdown+,+Track+:++}""/>",,,,
Bht_Self_Reference_Arms,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Self_Reference_Arms+,+Track+:++}""/>",,,,
Bht_SensoryIdleFaceTracker_Anim,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_SensoryIdleFaceTracker_Anim+,+Track+:++}""/>",,,,
Bht_SensoryIdleFaceTracker_Anim_Old,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_SensoryIdleFaceTracker_Anim_Old+,+Track+:++}""/>",,,,
Bht_SensoryIdleStoryTime_Anim,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_SensoryIdleStoryTime_Anim+,+Track+:++}""/>",,,,
Bht_SensoryIdle_Anim,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_SensoryIdle_Anim+,+Track+:++}""/>",,,,
Bht_Sleep_Anim,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Sleep_Anim+,+Track+:++}""/>",,,,
Bht_Sleeping_Anim,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Sleeping_Anim+,+Track+:++}""/>",,,,
Bht_Sleeping_FTUE_Wake,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Sleeping_FTUE_Wake+,+Track+:++}""/>",,,,
Bht_Sleeping_to_Zero,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Sleeping_to_Zero+,+Track+:++}""/>",,,,
Bht_Smile_Back,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Smile_Back+,+Track+:++}""/>",,,,
Bht_System_Resume,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_System_Resume+,+Track+:++}""/>",,,,
Bht_System_Suspend,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_System_Suspend+,+Track+:++}""/>",,,,
